CUSTOMER COMMENT,Reason
Queries not resolved they are just passed from one person to another Customer support to tele caller to whatsup to mail etc.Without resolving the issue,Service
Worst product neo,APPLICATION (WEB/APP)
Very poor service,Service
App crashes Frequently and orders getting executed at a different time and different price,APPLICATION (WEB/APP)
NO ! They don’t even listen properly so they don’t understand what problem is faced by the client,Service
Trading platform hanging up and getting slower during market hours.,APPLICATION (WEB/APP)
No need of Suggestion..... Thankx,Others
"Very worst services and platform, due to your platform we had incurred losses",Service
Price updation while placing the order especially while placing limit order,APPLICATION (WEB/APP)
Improve interaction with clientApp glitches to be removedFollowup promptlyResolve queries without delay as it can result in losses.,APPLICATION (WEB/APP)
Need to take ownership of failures,Others
Forced Share Sell happened without any kind of intimation,APPLICATION (WEB/APP)
Improve chart not save chart in indicater time frame not save template trailing stoploss,APPLICATION (WEB/APP)
"Your agents are rude,not ready to even listen or make me understand to resolve my issues or complaint.It is even worse than dealing with govt.organisations.Really bad on your part and your neo app",APPLICATION (WEB/APP)
Worst experience with kotak security app. Would not recommend to anyone.,APPLICATION (WEB/APP)
Improve customers care,Service
It is very very difficult to reach out when facing a crisis like when the platform breaks down. All numbers are always engaged.,Service
"APP IS NOT WORKING PROPERLY, RELEASED P&L OF MCX SEGMENT IN APPLICATION NOT SHOWING THE CURRENT YEAR P&L AMOUNT FROM LAST 8-9 DAYS.RATES HANG MOST OF THE TIME & AS CONFIRMED THE SAME BY KOTAK EXECUTIVE AND DEALERS.YOUR EXECUTIVE NAME KAMLESH, MOST OF THE TIME HE ADDRESS ME BY MY NAME AMMIT NOT USES SIR OR MR. MADDAN, HAVE NOT SEEN THIS IN OTHER COMPANY. EVEN I HAVE A RECORDING OF THAT AS WELL.FOR SURE WILL CLOSE MY KOTAK SECURITIES ACCOUNT BY MARCH 2023.",APPLICATION (WEB/APP)
"Some junior employee with no knowledge and experience had called asking if my problem was resolved, she was so scared in calling as if she was being made a scape goat. Why doesnt my RM call himself and share his contact details",People
"My query raised on 1st December (the day on which the Neo app malfunctioned) has still not been resolved. Moreover, emails to the CEO have also gone unanswered. All this has resulted in me being saddled with shares and my margin blocked",APPLICATION (WEB/APP)
"Queries are not resolved, no one takes ownership, Even for weeksNo resolution provided.",Service
App performance and UI navigation require Improvement.,APPLICATION (WEB/APP)
Charges on delivary is too high compare with other brokers,CHARGES(BRO./DP/LPC ETC.)
More routine approach.,Not Specified
Let someone call me I will explain the issue in detail,Service
no issue,Not Specified
At the time of adding money in trading account in Neo App charges is attracted. No other brokerage firm are doing so. Please look into this,CHARGES(BRO./DP/LPC ETC.)
nc,Not Specified
no issue,Not Specified
fund withdrawal issue,Process
Plse attend at the earliest.,Service
"My emails dt 12.12.22, 13.12.22 & 29.12.22 reg Suzlon Energy Rights issue, in which I had participated and partly paid for 833 shares, are yet to be responded by your CS Team. Pl advise your CS to act on the above matter immediately.",APPLICATION (WEB/APP)
"पिछले 45 दिनो से बार बार कम्पनी शिकायत की सुनाई नही कर रही है डैस बोर्ड पर सुबह बेलेंस 19 हजार रुपए दिखाई देता है पहली ट्रेड ले लीं जाती है 5 मिनट के बाद ट्रेड औफ करते ही सारा पैसा गायब हो जाता है जो कि अगली सुबह दिखाई देता है और अगले दिन भी वही कार्य पैसा गायब शिकायत दर्ज करवाई गई है शिकायत मेल टोल फ्री नंबर पर बरोकर के पास हर दिन पांच से सात बार हर रोज की जाती है जिसकी कोई सुनवाई नहीं हो रही है कुल तीस हजार रुपए गायब किए जा रहे हैं हर रोज जिस के कारण मै कोई भी ट्रेड नहीं ले पा रहा हूं पहली ट्रेड मे जो भी नुकसान हुआ वो मेरे प पैसो से काट लिया जाता है इसलिए इस की जाँच की जाए नही तो मुझे सेवी का सहारा लेना पड़ सकता है सभी बातों रिकॉर्ड मेर पास है जिसे मैंने को टेक दिया है  many issue related to platform
",Not Specified
nc,Not Specified
no issue,Not Specified
Please solve my issue..frustrated customer,Not Specified
No one means none of them got back to me with the solution to my queries.  Even system generated statements are still pending.  It more than 24 hours now for it .,Service
I am many time mail and calling customer care number but response Very Dull/Nil,Service
Worst services,Service
Consider that KS exists because of customers,Service
